MCM Name,Smiles String,InChl Identifier,formula,idx_species
ACBUOAOOH, OOC(CC(=O)C)OC(=O)C ," InChI=1S/C6H10O5/c1-4(7)3-6(11-9)10-5(2)8/h6,9H,3H2,1-2H3 ",C6H10O5,3292
ACBUONANO3, CC(=O)CC(OC(=O)C)ON(=O)=O ," InChI=1S/C6H9NO6/c1-4(8)3-6(12-5(2)9)13-7(10)11/h6H,3H2,1-2H3 ",C6H9NO6,3293
ACBUONEAO, CC(=O)CC([O])OC(=O)C ," InChI=1S/C6H9O4/c1-4(7)3-6(9)10-5(2)8/h6H,3H2,1-2H3 ",C6H9O4,3294
ACBUONAOH, CC(=O)CC(O)OC(=O)C ," InChI=1S/C6H10O4/c1-4(7)3-6(9)10-5(2)8/h6,9H,3H2,1-2H3 ",C6H10O4,3295
ACCOPRONE, CC(=O)CC(=O)OC(=O)C ," InChI=1S/C6H8O4/c1-4(7)3-6(9)10-5(2)8/h3H2,1-2H3 ",C6H8O4,3296
ACBUONBOOH, OOC(OC(=O)C)C(=O)CC ," InChI=1S/C6H10O5/c1-3-5(8)6(11-9)10-4(2)7/h6,9H,3H2,1-2H3 ",C6H10O5,3297
ACBUONEBO, CCC(=O)C([O])OC(=O)C ," InChI=1S/C6H9O4/c1-3-5(8)6(9)10-4(2)7/h6H,3H2,1-2H3 ",C6H9O4,3298
ACBUONBOH, CCC(=O)C(O)OC(=O)C ," InChI=1S/C6H10O4/c1-3-5(8)6(9)10-4(2)7/h6,9H,3H2,1-2H3 ",C6H10O4,3299
ACCOCOC2H5, CCC(=O)C(=O)OC(=O)C ," InChI=1S/C6H8O4/c1-3-5(8)6(9)10-4(2)7/h3H2,1-2H3 ",C6H8O4,3300
ACCOPROOH, CC(CC(=O)OC(=O)C)OO ," InChI=1S/C6H10O5/c1-4(11-9)3-6(8)10-5(2)7/h4,9H,3H2,1-2H3 ",C6H10O5,3301
ACCOC3H6O, CC([O])CC(=O)OC(=O)C ," InChI=1S/C6H9O4/c1-4(7)3-6(9)10-5(2)8/h4H,3H2,1-2H3 ",C6H9O4,3302
SBUACCOOH, OOC(C)(OC(=O)C)C(=O)C ," InChI=1S/C6H10O5/c1-4(7)6(3,11-9)10-5(2)8/h9H,1-3H3 ",C6H10O5,3303
SBUACONEO, CC(=O)OC(C)([O])C(=O)C ," InChI=1S/C6H9O4/c1-4(7)6(3,9)10-5(2)8/h1-3H3 ",C6H9O4,3304
SBUACCOH, CC(=O)OC(C)(O)C(=O)C ," InChI=1S/C6H10O4/c1-4(7)6(3,9)10-5(2)8/h9H,1-3H3 ",C6H10O4,3305
TBUACCO3H, OOC(=O)C(C)(C)OC(=O)C ," InChI=1S/C6H10O5/c1-4(7)10-6(2,3)5(8)11-9/h9H,1-3H3 ",C6H10O5,3306
TBUACPAN, O=N(=O)OOC(=O)C(C)(C)OC(=O)C ," InChI=1S/C6H9NO7/c1-4(8)12-6(2,3)5(9)13-14-7(10)11/h1-3H3 ",C6H9NO7,3307
ETHFORMO2, CC(OC=O)O[O] ," InChI=1S/C3H5O4/c1-3(7-5)6-2-4/h2-3H,1H3 ",C3H5O4,3308
MTBEAALOOH, OOCC(C)(C)OC=O ," InChI=1S/C5H10O4/c1-5(2,3-9-7)8-4-6/h4,7H,3H2,1-2H3 ",C5H10O4,3309
MTBEAALNO3, O=COC(C)(C)CON(=O)=O ," InChI=1S/C5H9NO5/c1-5(2,10-4-7)3-11-6(8)9/h4H,3H2,1-2H3 ",C5H9NO5,3310
MTBEACHOO, O=COC(C)(C)C[O] ," InChI=1S/C5H9O3/c1-5(2,3-6)8-4-7/h4H,3H2,1-2H3 ",C5H9O3,3311
MTBEACHO13, O=COC(C)(C)C=O ," InChI=1S/C5H8O3/c1-5(2,3-6)8-4-7/h3-4H,1-2H3 ",C5H8O3,3312
MTBEACHOHO, O=COC(C)(C)CO ," InChI=1S/C5H10O3/c1-5(2,3-6)8-4-7/h4,6H,3H2,1-2H3 ",C5H10O3,3313
IPRMEETO2, COC(C)(C)O[O] ," InChI=1S/C4H9O3/c1-4(2,6-3)7-5/h1-3H3 ",C4H9O3,3314
MTBEBCO2H, COC(C)(C)C(=O)O ," InChI=1S/C5H10O3/c1-5(2,8-3)4(6)7/h1-3H3,(H,6,7) ",C5H10O3,3315
MTBEBCO3H, OOC(=O)C(C)(C)OC ," InChI=1S/C5H10O4/c1-5(2,8-3)4(6)9-7/h7H,1-3H3 ",C5H10O4,3316
MTBEBPAN, COC(C)(C)C(=O)OON(=O)=O ," InChI=1S/C5H9NO6/c1-5(2,10-3)4(7)11-12-6(8)9/h1-3H3 ",C5H9NO6,3317
IPROC21OOH, OOC(C)OC(C)C ," InChI=1S/C5H12O3/c1-4(2)7-5(3)8-6/h4-6H,1-3H3 ",C5H12O3,3318
IPROC21NO3, CC(C)OC(C)ON(=O)=O ," InChI=1S/C5H11NO4/c1-4(2)9-5(3)10-6(7)8/h4-5H,1-3H3 ",C5H11NO4,3319
IPROC21O, CC(C)OC(C)[O] ," InChI=1S/C5H11O2/c1-4(2)7-5(3)6/h4-5H,1-3H3 ",C5H11O2,3320
IPROC21OH, CC(C)OC(C)O ," InChI=1S/C5H12O2/c1-4(2)7-5(3)6/h4-6H,1-3H3 ",C5H12O2,3321
IPROMCCO3H, OOC(=O)C(C)OC(C)C ," InChI=1S/C6H12O4/c1-4(2)9-5(3)6(7)10-8/h4-5,8H,1-3H3 ",C6H12O4,3322
IPROMCPAN, O=N(=O)OOC(=O)C(C)OC(C)C ," InChI=1S/C6H11NO6/c1-4(2)11-5(3)6(8)12-13-7(9)10/h4-5H,1-3H3 ",C6H11NO6,3323
EIPEOOH, CCOC(C)(C)OO ," InChI=1S/C5H12O3/c1-4-7-5(2,3)8-6/h6H,4H2,1-3H3 ",C5H12O3,3324
EIPEO, CCOC(C)(C)[O] ," InChI=1S/C5H11O2/c1-4-7-5(2,3)6/h4H2,1-3H3 ",C5H11O2,3325
EIPEOH, CCOC(C)(C)O ," InChI=1S/C5H12O2/c1-4-7-5(2,3)6/h6H,4H2,1-3H3 ",C5H12O2,3326
ETBEACO3H, CCOC(C)(C)C(=O)OO ," InChI=1S/C6H12O4/c1-4-9-6(2,3)5(7)10-8/h8H,4H2,1-3H3 ",C6H12O4,3327
ETBEAPAN, CCOC(C)(C)C(=O)OON(=O)=O ," InChI=1S/C6H11NO6/c1-4-11-6(2,3)5(8)12-13-7(9)10/h4H2,1-3H3 ",C6H11NO6,3328
ETBECCO3H, OOC(=O)COC(C)(C)C ," InChI=1S/C6H12O4/c1-6(2,3)9-4-5(7)10-8/h8H,4H2,1-3H3 ",C6H12O4,3329
ETBECPAN, O=C(OON(=O)=O)COC(C)(C)C ," InChI=1S/C6H11NO6/c1-6(2,3)11-4-5(8)12-13-7(9)10/h4H2,1-3H3 ",C6H11NO6,3330
CHOOMCO3, [O]OC(=O)COC=O ," InChI=1S/C3H3O5/c4-2-7-1-3(5)8-6/h2H,1H2 ",C3H3O5,3331
PRONFORMO2, O=COC(O[O])C(=O)C ," InChI=1S/C4H5O5/c1-3(6)4(9-7)8-2-5/h2,4H,1H3 ",C4H5O5,3332
PRCOOMCO3, CCCC(=O)OCC(=O)O[O] ," InChI=1S/C6H9O5/c1-2-3-5(7)10-4-6(8)11-9/h2-4H2,1H3 ",C6H9O5,3333
PRCOOMO2, CCCC(=O)OCO[O] ," InChI=1S/C5H9O4/c1-2-3-5(6)8-4-9-7/h2-4H2,1H3 ",C5H9O4,3334
BOXCOCHOO2, CCCC(OC(=O)C=O)O[O] ," InChI=1S/C6H9O5/c1-2-3-6(11-9)10-5(8)4-7/h4,6H,2-3H2,1H3 ",C6H9O5,3335
BOXFORMO2, CCCC(O[O])OC=O ," InChI=1S/C5H9O4/c1-2-3-5(9-7)8-4-6/h4-5H,2-3H2,1H3 ",C5H9O4,3336
PRONOCOPO2, CC(CC(=O)OCC(=O)C)O[O] ," InChI=1S/C7H11O5/c1-5(8)4-11-7(9)3-6(2)12-10/h6H,3-4H2,1-2H3 ",C7H11O5,3337
BOXCOOLOOH, CCCC(OO)OC(=O)C(C)O ," InChI=1S/C7H14O5/c1-3-4-6(12-10)11-7(9)5(2)8/h5-6,8,10H,3-4H2,1-2H3 ",C7H14O5,3338
BOXCOEOLO, CCCC([O])OC(=O)C(C)O ," InChI=1S/C7H13O4/c1-3-4-6(9)11-7(10)5(2)8/h5-6,8H,3-4H2,1-2H3 ",C7H13O4,3339
BOXCOCOMO2, CCCC(O[O])OC(=O)C(=O)C ," InChI=1S/C7H11O5/c1-3-4-6(12-10)11-7(9)5(2)8/h6H,3-4H2,1-2H3 ",C7H11O5,3340
BRETO2H, OC(=O)CBr ," InChI=1S/C2H3BrO2/c3-1-2(4)5/h1H2,(H,4,5) ",C2H3BrO2,3341
BRETO3H, OOC(=O)CBr ," InChI=1S/C2H3BrO3/c3-1-2(4)6-5/h5H,1H2 ",C2H3BrO3,3342
BRETPAN, BrCC(=O)OON(=O)=O , InChI=1S/C2H2BrNO5/c3-1-2(5)8-9-4(6)7/h1H2 ,C2H2BrNO5,3343
HOCO3C4OOH, OCCC(=O)COO ," InChI=1S/C4H8O4/c5-2-1-4(6)3-8-7/h5,7H,1-3H2 ",C4H8O4,3344
HO1CO3C4O, OCCC(=O)C[O] ," InChI=1S/C4H7O3/c5-2-1-4(7)3-6/h5H,1-3H2 ",C4H7O3,3345
HO14CO2C4, OCCC(=O)CO ," InChI=1S/C4H8O3/c5-2-1-4(7)3-6/h5-6H,1-3H2 ",C4H8O3,3346
HO1CO3CHO, OCCC(=O)C=O ," InChI=1S/C4H6O3/c5-2-1-4(7)3-6/h3,5H,1-2H2 ",C4H6O3,3347
BIACETOOH, CC(=O)C(=O)COO ," InChI=1S/C4H6O4/c1-3(5)4(6)2-8-7/h7H,2H2,1H3 ",C4H6O4,3348
BIACETO, CC(=O)C(=O)C[O] ," InChI=1S/C4H5O3/c1-3(6)4(7)2-5/h2H2,1H3 ",C4H5O3,3349
HOCO4C5OOH, OOCC(=O)CC(C)O ," InChI=1S/C5H10O4/c1-4(6)2-5(7)3-9-8/h4,6,8H,2-3H2,1H3 ",C5H10O4,3350
HO2CO4C5O, [O]CC(=O)CC(C)O ," InChI=1S/C5H9O3/c1-4(7)2-5(8)3-6/h4,7H,2-3H2,1H3 ",C5H9O3,3351
HO14CO2C5, OCC(=O)CC(C)O ," InChI=1S/C5H10O3/c1-4(7)2-5(8)3-6/h4,6-7H,2-3H2,1H3 ",C5H10O3,3352
HO2CO4CHO, CC(O)CC(=O)C=O ," InChI=1S/C5H8O3/c1-4(7)2-5(8)3-6/h3-4,7H,2H2,1H3 ",C5H8O3,3353
CO23C54OOH, CC(OO)C(=O)C(=O)C ," InChI=1S/C5H8O4/c1-3(6)5(7)4(2)9-8/h4,8H,1-2H3 ",C5H8O4,3354
CO23C54O, CC([O])C(=O)C(=O)C ," InChI=1S/C5H7O3/c1-3(6)5(8)4(2)7/h3H,1-2H3 ",C5H7O3,3355
HOCO3C5OOH, OCCC(=O)C(C)OO ," InChI=1S/C5H10O4/c1-4(9-8)5(7)2-3-6/h4,6,8H,2-3H2,1H3 ",C5H10O4,3356
HOCO3C54O, OCCC(=O)C(C)[O] ," InChI=1S/C5H9O3/c1-4(7)5(8)2-3-6/h4,6H,2-3H2,1H3 ",C5H9O3,3357
HO14CO3C5, OCCC(=O)C(C)O ," InChI=1S/C5H10O3/c1-4(7)5(8)2-3-6/h4,6-7H,2-3H2,1H3 ",C5H10O3,3358
HO1CO34C5, CC(=O)C(=O)CCO ," InChI=1S/C5H8O3/c1-4(7)5(8)2-3-6/h6H,2-3H2,1H3 ",C5H8O3,3359
C53OOH, OOCC(=O)C(C)CO ," InChI=1S/C5H10O4/c1-4(2-6)5(7)3-9-8/h4,6,8H,2-3H2,1H3 ",C5H10O4,3360
C53O, [O]CC(=O)C(C)CO ," InChI=1S/C5H9O3/c1-4(2-6)5(8)3-7/h4,6H,2-3H2,1H3 ",C5H9O3,3361
C53OH, OCC(=O)C(C)CO ," InChI=1S/C5H10O3/c1-4(2-6)5(8)3-7/h4,6-7H,2-3H2,1H3 ",C5H10O3,3362
HOIPRGLYOX, CC(CO)C(=O)C=O ," InChI=1S/C5H8O3/c1-4(2-6)5(8)3-7/h3-4,6H,2H2,1H3 ",C5H8O3,3363
C41CO2H, CC(C(=O)C)C(=O)O ," InChI=1S/C5H8O3/c1-3(4(2)6)5(7)8/h3H,1-2H3,(H,7,8) ",C5H8O3,3364
C41CO3H, CC(C(=O)OO)C(=O)C ," InChI=1S/C5H8O4/c1-3(4(2)6)5(7)9-8/h3,8H,1-2H3 ",C5H8O4,3365
C5PAN7, O=N(=O)OOC(=O)C(C)C(=O)C ," InChI=1S/C5H7NO6/c1-3(4(2)7)5(8)11-12-6(9)10/h3H,1-2H3 ",C5H7NO6,3366
CO2HOC6OOH, CCC(O)CC(=O)COO ," InChI=1S/C6H12O4/c1-2-5(7)3-6(8)4-10-9/h5,7,9H,2-4H2,1H3 ",C6H12O4,3367
CO2HOC61O, CCC(O)CC(=O)C[O] ," InChI=1S/C6H11O3/c1-2-5(8)3-6(9)4-7/h5,8H,2-4H2,1H3 ",C6H11O3,3368
CO24C6OOH, CC(OO)C(=O)CC(=O)C ," InChI=1S/C6H10O4/c1-4(7)3-6(8)5(2)10-9/h5,9H,3H2,1-2H3 ",C6H10O4,3369
CO24C6O, CC(=O)CC(=O)C(C)[O] ," InChI=1S/C6H9O3/c1-4(7)3-6(9)5(2)8/h5H,3H2,1-2H3 ",C6H9O3,3370
CO25C6OOH, OOC(CC(=O)C)C(=O)C ," InChI=1S/C6H10O4/c1-4(7)3-6(10-9)5(2)8/h6,9H,3H2,1-2H3 ",C6H10O4,3371
CO25C6O, CC(=O)CC([O])C(=O)C ," InChI=1S/C6H9O3/c1-4(7)3-6(9)5(2)8/h6H,3H2,1-2H3 ",C6H9O3,3372
CO235C6, CC(=O)CC(=O)C(=O)C ," InChI=1S/C6H8O3/c1-4(7)3-6(9)5(2)8/h3H2,1-2H3 ",C6H8O3,3373
CO25C6OH, CC(=O)CC(O)C(=O)C ," InChI=1S/C6H10O3/c1-4(7)3-6(9)5(2)8/h6,9H,3H2,1-2H3 ",C6H10O3,3374
HO2C4OOH, OOCCC(C)O ," InChI=1S/C4H10O3/c1-4(5)2-3-7-6/h4-6H,2-3H2,1H3 ",C4H10O3,3375
HO2C4NO3, CC(O)CCON(=O)=O ," InChI=1S/C4H9NO4/c1-4(6)2-3-9-5(7)8/h4,6H,2-3H2,1H3 ",C4H9NO4,3376
HO2C4O, [O]CCC(C)O ," InChI=1S/C4H9O2/c1-4(6)2-3-5/h4,6H,2-3H2,1H3 ",C4H9O2,3377
C61OOH, OOC(CC(=O)C)C(C)O ," InChI=1S/C6H12O4/c1-4(7)3-6(10-9)5(2)8/h5-6,8-9H,3H2,1-2H3 ",C6H12O4,3378
C61NO3, CC(=O)CC(ON(=O)=O)C(C)O ," InChI=1S/C6H11NO5/c1-4(8)3-6(5(2)9)12-7(10)11/h5-6,9H,3H2,1-2H3 ",C6H11NO5,3379
C61O, CC(=O)CC([O])C(C)O ," InChI=1S/C6H11O3/c1-4(7)3-6(9)5(2)8/h5-6,8H,3H2,1-2H3 ",C6H11O3,3380
C61CO, CC(=O)CC(=O)C(C)O ," InChI=1S/C6H10O3/c1-4(7)3-6(9)5(2)8/h5,8H,3H2,1-2H3 ",C6H10O3,3381
C61OH, CC(=O)CC(O)C(C)O ," InChI=1S/C6H12O3/c1-4(7)3-6(9)5(2)8/h5-6,8-9H,3H2,1-2H3 ",C6H12O3,3382
CO23C65OOH, CC(CC(=O)C(=O)C)OO ," InChI=1S/C6H10O4/c1-4(10-9)3-6(8)5(2)7/h4,9H,3H2,1-2H3 ",C6H10O4,3383
CO23C65O, CC([O])CC(=O)C(=O)C ," InChI=1S/C6H9O3/c1-4(7)3-6(9)5(2)8/h4H,3H2,1-2H3 ",C6H9O3,3384
C6CO3OHOOH, OOC(C)C(=O)CC(C)O ," InChI=1S/C6H12O4/c1-4(7)3-6(8)5(2)10-9/h4-5,7,9H,3H2,1-2H3 ",C6H12O4,3385
C6CO3OH5O, CC(O)CC(=O)C(C)[O] ," InChI=1S/C6H11O3/c1-4(7)3-6(9)5(2)8/h4-5,7H,3H2,1-2H3 ",C6H11O3,3386
C6CO23HO5, CC(O)CC(=O)C(=O)C ," InChI=1S/C6H10O3/c1-4(7)3-6(9)5(2)8/h4,7H,3H2,1-2H3 ",C6H10O3,3387
C6CO3HO25, CC(O)CC(=O)C(C)O ," InChI=1S/C6H12O3/c1-4(7)3-6(9)5(2)8/h4-5,7-8H,3H2,1-2H3 ",C6H12O3,3388
C6CO34OOH, CC(OO)C(=O)C(=O)CC ," InChI=1S/C6H10O4/c1-3-5(7)6(8)4(2)10-9/h4,9H,3H2,1-2H3 ",C6H10O4,3389
C6CO34O, CCC(=O)C(=O)C(C)[O] ," InChI=1S/C6H9O3/c1-3-5(8)6(9)4(2)7/h4H,3H2,1-2H3 ",C6H9O3,3390
C6HOCOOOH, OCCC(=O)C(CC)OO ," InChI=1S/C6H12O4/c1-2-6(10-9)5(8)3-4-7/h6-7,9H,2-4H2,1H3 ",C6H12O4,3391
C6HO1CO3O, OCCC(=O)C([O])CC ," InChI=1S/C6H11O3/c1-2-5(8)6(9)3-4-7/h5,7H,2-4H2,1H3 ",C6H11O3,3392
C6CO34HO1, OCCC(=O)C(=O)CC ," InChI=1S/C6H10O3/c1-2-5(8)6(9)3-4-7/h7H,2-4H2,1H3 ",C6H10O3,3393
C6CO3HO14, OCCC(=O)C(O)CC ," InChI=1S/C6H12O3/c1-2-5(8)6(9)3-4-7/h5,7-8H,2-4H2,1H3 ",C6H12O3,3394
C3COCCO3H, CCCC(=O)CC(=O)OO ," InChI=1S/C6H10O4/c1-2-3-5(7)4-6(8)10-9/h9H,2-4H2,1H3 ",C6H10O4,3395
C3COCPAN, CCCC(=O)CC(=O)OON(=O)=O ," InChI=1S/C6H9NO6/c1-2-3-5(8)4-6(9)12-13-7(10)11/h2-4H2,1H3 ",C6H9NO6,3396
PE2ONE1OOH, CCCC(=O)COO ," InChI=1S/C5H10O3/c1-2-3-5(6)4-8-7/h7H,2-4H2,1H3 ",C5H10O3,3397
MIBK3COOOH, OOC(C)(C)C(=O)C(=O)C ," InChI=1S/C6H10O4/c1-4(7)5(8)6(2,3)10-9/h9H,1-3H3 ",C6H10O4,3398
MIBK3COO, CC(=O)C(=O)C(C)(C)[O] ," InChI=1S/C6H9O3/c1-4(7)5(8)6(2,3)9/h1-3H3 ",C6H9O3,3399
C612OOH, OOCC(=O)C(C)(C)CO ," InChI=1S/C6H12O4/c1-6(2,4-7)5(8)3-10-9/h7,9H,3-4H2,1-2H3 ",C6H12O4,3400
C612O, [O]CC(=O)C(C)(C)CO ," InChI=1S/C6H11O3/c1-6(2,4-8)5(9)3-7/h8H,3-4H2,1-2H3 ",C6H11O3,3401
C612OH, OCC(=O)C(C)(C)CO ," InChI=1S/C6H12O3/c1-6(2,4-8)5(9)3-7/h7-8H,3-4H2,1-2H3 ",C6H12O3,3402
HM22COCHO, O=CC(=O)C(C)(C)CO ," InChI=1S/C6H10O3/c1-6(2,4-8)5(9)3-7/h3,8H,4H2,1-2H3 ",C6H10O3,3403
CO2M33CO2H, CC(=O)C(C)(C)C(=O)O ," InChI=1S/C6H10O3/c1-4(7)6(2,3)5(8)9/h1-3H3,(H,8,9) ",C6H10O3,3404
CO2M33CO3H, OOC(=O)C(C)(C)C(=O)C ," InChI=1S/C6H10O4/c1-4(7)6(2,3)5(8)10-9/h9H,1-3H3 ",C6H10O4,3405
C6PAN16, O=N(=O)OOC(=O)C(C)(C)C(=O)C ," InChI=1S/C6H9NO6/c1-4(8)6(2,3)5(9)12-13-7(10)11/h1-3H3 ",C6H9NO6,3406
C6COCHOOOH, OOCCCC(=O)CC=O ," InChI=1S/C6H10O4/c7-4-3-6(8)2-1-5-10-9/h4,9H,1-3,5H2 ",C6H10O4,3407
C6COCHOO, [O]CCCC(=O)CC=O ," InChI=1S/C6H9O3/c7-4-1-2-6(9)3-5-8/h5H,1-4H2 ",C6H9O3,3408
C6CODIAL, O=CCCC(=O)CC=O ," InChI=1S/C6H8O3/c7-4-1-2-6(9)3-5-8/h4-5H,1-3H2 ",C6H8O3,3409
C6COHOCHO, OCCCC(=O)CC=O ," InChI=1S/C6H10O3/c7-4-1-2-6(9)3-5-8/h5,7H,1-4H2 ",C6H10O3,3410
CY6COCOOOH, OOC1CC(=O)CC(=O)C1 ," InChI=1S/C6H8O4/c7-4-1-5(8)3-6(2-4)10-9/h6,9H,1-3H2 ",C6H8O4,3411
CY6DIONO, [O]C1CC(=O)CC(=O)C1 ," InChI=1S/C6H7O3/c7-4-1-5(8)3-6(9)2-4/h4H,1-3H2 ",C6H7O3,3412
CY6DIONOH, OC1CC(=O)CC(=O)C1 ," InChI=1S/C6H8O3/c7-4-1-5(8)3-6(9)2-4/h4,7H,1-3H2 ",C6H8O3,3413
CY6TRION, O=C1CC(=O)CC(=O)C1 , InChI=1S/C6H6O3/c7-4-1-5(8)3-6(9)2-4/h1-3H2 ,C6H6O3,3414
PINALO2, O=CCC1(O[O])CC(C(=O)C)C1(C)C ," InChI=1S/C10H15O4/c1-7(12)8-6-10(14-13,4-5-11)9(8,2)3/h5,8H,4,6H2,1-3H3 ",C10H15O4,3415
NC101OOH, OOC12CC(=O)C(C)(ON(=O)=O)C(C1)C2(C)C ," InChI=1S/C10H15NO6/c1-8(2)6-4-10(8,17-15)5-7(12)9(6,3)16-11(13)14/h6,15H,4-5H2,1-3H3 ",C10H15NO6,3416
NC101O, O=N(=O)OC1(C)C(=O)CC2([O])CC1C2(C)C ," InChI=1S/C10H14NO5/c1-8(2)6-4-10(8,13)5-7(12)9(6,3)16-11(14)15/h6H,4-5H2,1-3H3 ",C10H14NO5,3417
PERPINONIC, OOC(=O)CC1CC(C(=O)C)C1(C)C ," InChI=1S/C10H16O4/c1-6(11)8-4-7(10(8,2)3)5-9(12)14-13/h7-8,13H,4-5H2,1-3H3 ",C10H16O4,3418
C10PAN2, O=N(=O)OOC(=O)CC1CC(C(=O)C)C1(C)C ," InChI=1S/C10H15NO6/c1-6(12)8-4-7(10(8,2)3)5-9(13)16-17-11(14)15/h7-8H,4-5H2,1-3H3 ",C10H15NO6,3419
C108O2, O=CCC(CC(=O)C(=O)C)C(C)(C)O[O] ," InChI=1S/C10H15O5/c1-7(12)9(13)6-8(4-5-11)10(2,3)15-14/h5,8H,4,6H2,1-3H3 ",C10H15O5,3420
C89CO3, O=CCC1CC(C(=O)O[O])C1(C)C ," InChI=1S/C9H13O4/c1-9(2)6(3-4-10)5-7(9)8(11)13-12/h4,6-7H,3,5H2,1-2H3 ",C9H13O4,3421
C920CO3, [O]OC(=O)CC1CC(C(=O)CO)C1(C)C ," InChI=1S/C10H15O5/c1-10(2)6(4-9(13)15-14)3-7(10)8(12)5-11/h6-7,11H,3-5H2,1-2H3 ",C10H15O5,3422
C920O2, [O]OCC1CC(C(=O)CO)C1(C)C ," InChI=1S/C9H15O4/c1-9(2)6(5-13-12)3-7(9)8(11)4-10/h6-7,10H,3-5H2,1-2H3 ",C9H15O4,3423
C97O2, OCC1CC(O[O])(C(=O)C)C1(C)C ," InChI=1S/C9H15O4/c1-6(11)9(13-12)4-7(5-10)8(9,2)3/h7,10H,4-5H2,1-3H3 ",C9H15O4,3424
C85CO3, [O]OC(=O)C1CC(C(=O)C)C1(C)C ," InChI=1S/C9H13O4/c1-5(10)6-4-7(8(11)13-12)9(6,2)3/h6-7H,4H2,1-3H3 ",C9H13O4,3425
C85O2, [O]OC1CC(C(=O)C)C1(C)C ," InChI=1S/C8H13O3/c1-5(9)6-4-7(11-10)8(6,2)3/h6-7H,4H2,1-3H3 ",C8H13O3,3426
C719O2, [O]OC1(C)C(O)CC(=O)CC1O ," InChI=1S/C7H11O5/c1-7(12-11)5(9)2-4(8)3-6(7)10/h5-6,9-10H,2-3H2,1H3 ",C7H11O5,3427
C720OOH, OOC1CC=C(C)C(O)C1 ," InChI=1S/C7H12O3/c1-5-2-3-6(10-9)4-7(5)8/h2,6-9H,3-4H2,1H3 ",C7H12O3,3428
C720NO3, O=N(=O)OC1CC=C(C)C(O)C1 ," InChI=1S/C7H11NO4/c1-5-2-3-6(4-7(5)9)12-8(10)11/h2,6-7,9H,3-4H2,1H3 ",C7H11NO4,3429
C720O, CC1=CCC([O])CC1O ," InChI=1S/C7H11O2/c1-5-2-3-6(8)4-7(5)9/h2,6-7,9H,3-4H2,1H3 ",C7H11O2,3430
C720OH, CC1=CCC(O)CC1O ," InChI=1S/C7H12O2/c1-5-2-3-6(8)4-7(5)9/h2,6-9H,3-4H2,1H3 ",C7H12O2,3431
NC91CO3H, OOC(=O)C1(CCC2CC1C2(C)C)ON(=O)=O ," InChI=1S/C10H15NO6/c1-9(2)6-3-4-10(7(9)5-6,8(12)16-15)17-11(13)14/h6-7,15H,3-5H2,1-2H3 ",C10H15NO6,3432
NC91PAN, O=N(=O)OOC(=O)C1(CCC2CC1C2(C)C)ON(=O)=O ," InChI=1S/C10H14N2O8/c1-9(2)6-3-4-10(7(9)5-6,19-11(14)15)8(13)18-20-12(16)17/h6-7H,3-5H2,1-2H3 ",C10H14N2O8,3433
C918O2, O=CCC(=O)C1CC(O[O])C1(C)C ," InChI=1S/C9H13O4/c1-9(2)6(5-8(9)13-12)7(11)3-4-10/h4,6,8H,3,5H2,1-2H3 ",C9H13O4,3434
C9DCO2, [O]OC1C2C(=O)CC(=O)C1C2(C)C ," InChI=1S/C9H11O4/c1-9(2)6-4(10)3-5(11)7(9)8(6)13-12/h6-8H,3H2,1-2H3 ",C9H11O4,3435
C915O2, [O]OC1CCC(=O)C(C=O)C1(C)C ," InChI=1S/C9H13O4/c1-9(2)6(5-10)7(11)3-4-8(9)13-12/h5-6,8H,3-4H2,1-2H3 ",C9H13O4,3436
C619CO, O=C1CCC(=O)C(=O)C1 , InChI=1S/C6H6O3/c7-4-1-2-5(8)6(9)3-4/h1-3H2 ,C6H6O3,3437
C917O2, [O]OC(C)(C)C1CC(=O)CCC1=O ," InChI=1S/C9H13O4/c1-9(2,13-12)7-5-6(10)3-4-8(7)11/h7H,3-5H2,1-2H3 ",C9H13O4,3438
C8BCOOH, OOC1CC2CC1C2(C)C ," InChI=1S/C8H14O2/c1-8(2)5-3-6(8)7(4-5)10-9/h5-7,9H,3-4H2,1-2H3 ",C8H14O2,3439
C8BCNO3, O=N(=O)OC1CC2CC1C2(C)C ," InChI=1S/C8H13NO3/c1-8(2)5-3-6(8)7(4-5)12-9(10)11/h5-7H,3-4H2,1-2H3 ",C8H13NO3,3440
C8BCO, [O]C1CC2CC1C2(C)C ," InChI=1S/C8H13O/c1-8(2)5-3-6(8)7(9)4-5/h5-7H,3-4H2,1-2H3 ",C8H13O,3441
C8BCCO, O=C1CC2CC1C2(C)C ," InChI=1S/C8H12O/c1-8(2)5-3-6(8)7(9)4-5/h5-6H,3-4H2,1-2H3 ",C8H12O,3442
C8BCOH, OC1CC2CC1C2(C)C ," InChI=1S/C8H14O/c1-8(2)5-3-6(8)7(9)4-5/h5-7,9H,3-4H2,1-2H3 ",C8H14O,3443
C918CO3H, OOC(=O)C1(O)CCC2CC1C2(C)C ," InChI=1S/C10H16O4/c1-9(2)6-3-4-10(12,7(9)5-6)8(11)14-13/h6-7,12-13H,3-5H2,1-2H3 ",C10H16O4,3444
